City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Orcotuna,PE,-11.9667,-75.3333,56.43,48,67,8.97,broken clouds
348,Gubkinskiy,RU,64.434,76.5026,51.1,77,32,10.0,scattered clouds
349,Belmonte,BR,-15.8631,-38.8828,73.9,83,18,9.26,few clouds
350,Zhongshu,CN,24.5167,103.7667,61.9,93,16,3.04,few clouds
351,Karpathos,GR,35.507,27.2132,77.13,78,0,17.34,clear sky
352,Wuchi,CN,29.3786,103.023,58.73,79,64,4.07,broken clouds
353,Kavieng,PG,-2.5744,150.7967,84.22,72,15,11.1,few clouds
354,Mount Holly,US,35.2982,-81.0159,95.29,57,75,4.61,broken clouds
355,Alekseyevsk,RU,57.8406,108.3492,65.19,67,1,1.07,clear sky
356,Le Port,RE,-20.9373,55.2919,68.0,75,66,5.08,broken clouds
357,Utkivka,UA,49.7858,36.0753,72.21,44,39,5.73,scattered clouds
358,Havelock,US,34.8791,-76.9013,85.95,84,70,7.63,broken clouds
359,Powell River,CA,49.8496,-124.5361,87.04,61,26,2.33,scattered clouds
360,Suntar,RU,62.1444,117.6319,68.9,67,46,3.11,scattered clouds
361,San Felipe,VE,10.3399,-68.7425,76.82,93,100,5.55,overcast clouds
362,Long Branch,US,40.3043,-73.9924,93.29,59,1,5.99,clear sky
363,Kirakira,SB,-10.4544,161.9205,82.26,76,50,10.02,scattered clouds
364,Ust-Omchug,RU,61.15,149.6333,46.31,81,100,7.31,overcast clouds
365,Shangzhi,CN,45.2167,127.9667,75.88,78,11,3.2,few clouds
366,Keetmanshoop,NA,-26.5833,18.1333,57.31,31,0,2.53,clear sky
367,Rancho Palos Verdes,US,33.7445,-118.387,100.67,78,40,1.01,scattered clouds
368,Villa Rica,US,33.7321,-84.9191,88.72,92,66,3.51,broken clouds
369,Celestun,MX,20.8667,-90.4,83.8,73,69,12.15,broken clouds
370,Sioux Lookout,CA,50.1001,-91.917,82.11,26,3,6.71,clear sky
371,Carutapera,BR,-1.195,-46.02,77.43,82,17,7.83,few clouds
372,Vanderhoof,CA,54.0166,-124.0198,74.05,27,45,6.33,scattered clouds
373,Orbetello,IT,42.4408,11.2196,76.24,95,26,8.7,scattered clouds
374,Fort Dix,US,40.0298,-74.6185,94.37,47,1,11.5,clear sky
375,Seddon,AU,-37.8068,144.8916,58.24,74,75,8.99,broken clouds
376,Mawlaik,MM,23.6333,94.4167,75.31,99,100,1.32,overcast clouds
377,Skjervoy,NO,70.0311,20.9714,48.43,93,80,1.97,broken clouds
378,Nhulunbuy,AU,-12.2333,136.7667,68.61,94,57,2.3,broken clouds
379,Coolum Beach,AU,-26.5333,153.1,66.11,82,36,6.24,scattered clouds
380,Tra Vinh,VN,9.9347,106.3453,78.33,85,25,8.97,scattered clouds
381,North Bend,US,43.4065,-124.2243,76.91,76,1,23.02,clear sky
382,Port Augusta,AU,-32.5,137.7667,55.71,80,14,7.14,few clouds
383,Kamenka,RU,51.3223,42.7678,63.21,75,4,4.27,clear sky
384,Vanavara,RU,60.34,102.2797,65.21,61,7,2.33,clear sky
385,Coahuayana,MX,18.7333,-103.6833,89.08,70,62,6.98,broken clouds
386,Nambucca Heads,AU,-30.65,153.0,48.2,54,6,4.34,clear sky
387,Imbituba,BR,-28.24,-48.6703,57.81,73,100,17.31,overcast clouds
388,Kulu,TR,39.0951,33.0799,69.08,48,0,11.27,clear sky
389,Fuyang,CN,32.9,115.8167,74.5,97,100,20.92,moderate rain
390,San Juan De Uraba,CO,8.7592,-76.5297,80.62,83,100,5.14,overcast clouds
391,Bridlington,GB,54.0831,-0.1919,62.78,83,91,7.81,overcast clouds
392,Marawi,PH,7.9986,124.2928,69.66,86,100,6.53,overcast clouds
393,Ossora,RU,59.2353,163.0719,60.42,68,98,6.2,overcast clouds
394,Guerrero Negro,MX,27.9769,-114.0611,81.25,50,0,14.92,clear sky
395,Scarborough,GB,54.2797,-0.4044,61.92,88,98,6.8,overcast clouds
396,Codrington,AU,-38.2667,141.9667,48.58,79,39,20.36,scattered clouds
397,Mikun,RU,62.3547,50.0771,46.47,85,100,7.25,overcast clouds
398,Port Lincoln,AU,-34.7333,135.8667,52.77,66,5,25.79,clear sky
399,Korla,CN,41.7597,86.1469,85.95,18,5,12.75,clear sky
400,Sibu,MY,2.3,111.8167,74.34,97,92,2.04,overcast clouds
401,Eldama Ravine,KE,0.0516,35.7308,56.28,96,100,2.44,moderate rain
402,Warmbad,NA,-28.45,18.7333,54.14,47,0,6.53,clear sky
403,Dongsheng,CN,39.8161,109.9776,69.28,51,100,6.08,light rain
404,Talavera De La Reina,ES,39.9635,-4.8308,77.58,32,0,5.12,clear sky
405,Lazi,UA,48.0667,24.2333,68.43,73,67,2.62,broken clouds
406,Mayen,DE,50.3333,7.2167,62.15,94,100,6.24,overcast clouds
407,Grand Gaube,MU,-20.0064,57.6608,68.38,90,69,7.0,light rain
408,Oranjestad,AW,12.524,-70.027,80.94,86,100,17.87,overcast clouds
409,Agirish,RU,61.9247,63.0231,43.47,82,99,6.87,overcast clouds
410,Kelvington,CA,52.1667,-103.5343,93.97,16,28,6.93,scattered clouds
411,Kruisfontein,ZA,-34.0033,24.7314,54.88,94,5,6.93,clear sky
412,Camacha,PT,33.0833,-16.3333,69.53,68,75,13.8,broken clouds
413,Nibbar,TN,36.2941,8.7666,81.48,28,0,4.36,clear sky
414,Govindgarh,IN,27.5,76.9833,80.11,85,99,8.14,moderate rain
415,Eufaula,US,31.8913,-85.1455,79.23,94,75,3.44,broken clouds
416,Ipixuna,BR,-1.7625,-48.8043,80.55,73,86,6.02,overcast clouds
417,Sobolevo,RU,54.4299,31.8996,63.25,94,100,4.83,heavy intensity rain
418,Lewiston,US,44.1003,-70.2148,78.19,71,75,14.97,broken clouds
419,Santa Maria,BR,-29.6842,-53.8069,43.56,56,3,8.05,clear sky
420,Katobu,ID,-4.9408,122.5276,73.45,95,64,2.91,broken clouds
421,Port Moresby,PG,-9.4431,147.1797,77.22,88,81,7.2,broken clouds
422,Ugoofaaru,MV,5.6667,73.0,82.38,76,50,13.53,scattered clouds
423,Terney,RU,45.0503,136.6092,73.29,78,56,1.43,broken clouds
424,Saquarema,BR,-22.92,-42.5103,82.42,63,0,8.79,clear sky
425,Basco,PH,20.4487,121.9702,83.39,86,100,24.11,moderate rain
426,Sergeyevka,KZ,53.88,67.4158,54.25,78,45,8.01,scattered clouds
427,Coquimbo,CL,-29.9533,-71.3436,55.13,82,0,6.91,clear sky
428,San Francisco Menendez,SV,13.8431,-90.0158,83.43,71,30,8.48,scattered clouds
429,Bokovskaya,RU,49.229,41.8306,68.77,42,0,3.69,clear sky
430,Sur,OM,22.5667,59.5289,94.08,47,100,19.66,overcast clouds
431,Batagay-Alyta,RU,67.8006,130.4114,47.79,64,15,12.62,few clouds
432,Zhezkazgan,KZ,47.8043,67.7144,65.62,33,0,11.52,clear sky
433,Grande Riviere Du Nord,HT,19.5833,-72.1833,84.25,66,40,12.66,scattered clouds
434,Mozelos,PT,41.8677,-8.3978,68.29,86,0,5.23,clear sky
435,Half Moon Bay,US,37.4636,-122.4286,97.92,66,20,10.36,few clouds
436,Blind River,CA,46.1834,-82.9582,77.25,71,77,3.62,broken clouds
437,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,86,13,9.04,few clouds
438,Casimiro Castillo,MX,19.6,-104.4333,85.46,74,58,4.76,broken clouds
439,Broome,US,42.2506,-75.833,72.18,96,90,1.01,overcast clouds
440,Ampanihy,MG,-24.7,44.75,60.15,79,0,14.94,clear sky
441,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,79.25,26,12,3.83,few clouds
442,Mana,GF,5.6592,-53.7767,79.93,80,47,9.28,scattered clouds
443,Hamilton,US,39.1834,-84.5333,91.0,50,1,1.01,clear sky
444,Marystown,CA,47.1666,-55.1483,65.86,100,100,11.43,overcast clouds
445,Ontario,US,34.0633,-117.6509,105.75,41,20,3.0,few clouds
446,Moose Factory,CA,51.2585,-80.6094,65.5,48,80,6.58,broken clouds
447,Egvekinot,RU,66.3167,-179.1667,41.0,89,100,10.63,light rain
448,Sinnamary,GF,5.3833,-52.95,79.39,80,11,9.15,few clouds
449,Frumoasa,RO,46.45,25.85,64.54,77,40,1.9,scattered clouds
450,Hearst,CA,49.6835,-83.6665,75.04,32,19,3.0,few clouds
451,Santa Barbara,US,34.7333,-120.0343,84.76,29,1,10.36,clear sky
452,Skibbereen,IE,51.55,-9.2667,58.8,78,88,12.41,overcast clouds
453,Sao Domingos Do Maranhao,BR,-5.5758,-44.3853,83.35,40,31,4.09,scattered clouds
454,Beisfjord,NO,68.3751,17.5988,60.26,75,0,0.54,clear sky
455,Meadow Lake,US,34.8014,-106.5436,90.14,37,42,8.79,scattered clouds
456,Raton,US,36.9034,-104.4391,86.07,72,90,9.22,overcast clouds
457,Owando,CG,-0.4819,15.8999,81.21,36,98,3.29,overcast clouds
458,Aykhal,RU,66.0,111.5,77.41,48,22,3.33,few clouds
459,Sachin,IN,21.0833,72.8833,80.56,87,100,18.81,overcast clouds
460,Orlik,RU,52.5178,99.825,54.79,93,76,1.19,broken clouds
461,Lincoln,US,40.8,-96.667,100.02,21,55,8.08,broken clouds
462,Alta Floresta,BR,-9.8756,-56.0861,82.56,31,39,2.51,scattered clouds
463,Texarkana,US,33.4251,-94.0477,91.15,62,1,1.01,clear sky
464,Waipawa,NZ,-41.4122,175.5153,48.04,77,0,2.33,clear sky
465,Mayo,US,38.8876,-76.5119,95.36,58,1,8.01,clear sky
466,Norman Wells,CA,65.282,-126.8329,70.25,47,97,9.22,light rain
467,Brokopondo,SR,4.75,-55.1667,81.84,74,85,9.51,overcast clouds
468,Port Hardy,CA,50.6996,-127.4199,61.95,70,47,8.12,scattered clouds
469,Sorong,ID,-0.8833,131.25,78.82,87,95,6.44,overcast clouds
470,Maine-Soroa,NE,13.2114,12.0241,79.18,70,97,7.52,overcast clouds
471,Tautira,PF,-17.7333,-149.15,82.42,74,84,11.41,light rain
472,College,US,64.8569,-147.8028,66.52,65,90,9.22,overcast clouds
473,Huanan,CN,46.2167,130.5167,78.89,64,34,2.19,scattered clouds
474,Clemencia,CO,10.5665,-75.325,83.57,83,99,8.03,overcast clouds
475,Neuquen,AR,-38.9516,-68.0591,48.78,34,3,6.78,clear sky
476,Mackenzie,CA,55.2999,-123.1698,71.87,27,28,9.66,scattered clouds
477,San Luis,AR,-33.295,-66.3356,44.01,34,100,9.48,overcast clouds
478,Muhos,FI,64.808,25.9931,65.98,63,59,4.36,broken clouds
479,Northam,GB,51.0333,-4.2167,63.39,93,48,12.06,scattered clouds
480,Nouakchott,MR,18.0858,-15.9785,76.93,84,66,13.89,broken clouds
481,New Baltimore,US,42.6811,-82.7369,88.09,52,78,8.19,broken clouds
482,Maniitsoq,GL,65.4167,-52.9,48.92,80,98,18.23,overcast clouds
483,Palmer,US,42.1584,-72.3287,88.11,52,75,21.85,broken clouds
484,Andrews,US,32.3187,-102.5457,98.08,21,40,3.44,scattered clouds
485,Koumac,NC,-20.5667,164.2833,69.76,60,0,4.43,clear sky
486,Khorixas,NA,-20.3667,14.9667,61.72,29,0,9.73,clear sky
487,Voh,NC,-20.9667,164.7,70.36,57,0,5.86,clear sky
488,Arcata,US,40.8665,-124.0828,60.93,89,75,5.99,broken clouds
489,Nedjo,ET,9.5046,35.5019,57.29,98,100,2.1,overcast clouds
490,Nosy Varika,MG,-20.5833,48.5333,63.68,81,62,13.33,broken clouds
491,Severnoye,RU,56.3491,78.3619,55.69,73,52,3.89,broken clouds
492,Asfi,MA,32.2994,-9.2372,69.48,92,0,15.1,clear sky
493,Pierre,US,44.3683,-100.351,108.52,13,1,16.11,clear sky
494,Lovozero,RU,68.005,35.0117,59.36,54,99,4.41,overcast clouds
495,Ancud,CL,-41.8697,-73.8203,47.73,79,97,2.13,overcast clouds
496,Moyamba,SL,8.1667,-12.4333,73.89,96,99,3.65,light rain
497,Weatherford,US,32.7593,-97.7972,101.32,39,100,1.01,overcast clouds
498,Parana,AR,-31.732,-60.5238,52.3,38,4,7.92,clear sky
499,Bitung,ID,1.4451,125.1824,79.65,85,22,15.84,few clouds
500,Paranaiba,BR,-19.6772,-51.1908,83.1,32,74,8.63,broken clouds
501,Vao,NC,-22.6667,167.4833,67.96,59,100,16.84,overcast clouds
502,Bandipur,NP,27.9333,84.4167,68.83,95,91,0.94,moderate rain
503,Poya,NC,-21.35,165.15,68.95,59,0,5.19,clear sky
504,Meulaboh,ID,4.1363,96.1285,76.53,90,41,4.07,scattered clouds
505,Nikolayevka,RU,53.1257,47.2041,60.75,78,7,4.99,clear sky
506,Anadyr,RU,64.75,177.4833,48.7,100,90,15.01,light intensity shower rain
507,Safaga,EG,26.7292,33.9365,89.83,37,1,13.0,clear sky
508,Aklavik,CA,68.2191,-135.0107,64.65,58,100,3.65,overcast clouds
509,Lahat,ID,-3.8,103.5333,67.28,78,46,2.75,scattered clouds
510,Erenhot,CN,43.6475,111.9767,70.36,58,100,8.46,overcast clouds
511,Bulgan,MN,48.8125,103.5347,56.59,77,42,0.69,scattered clouds
512,Ostrovnoy,RU,68.0531,39.5131,46.33,87,56,4.72,broken clouds
513,Dusetos,LT,55.75,25.85,64.99,98,98,4.63,overcast clouds
514,Tawang,IN,27.5833,91.8667,57.99,92,100,1.99,overcast clouds
515,Brae,GB,60.3964,-1.353,55.31,93,47,4.52,scattered clouds
516,Covilha,PT,40.286,-7.504,59.63,58,0,5.53,clear sky
517,Mogadishu,SO,2.0371,45.3438,76.62,81,87,21.03,light rain
518,Yarmouth,US,41.7057,-70.2286,85.23,67,1,11.5,clear sky
519,Vestmanna,FO,62.1564,-7.1664,50.92,100,90,4.61,overcast clouds
520,Bindura,ZW,-17.3019,31.3306,46.74,83,1,1.86,clear sky
521,Norsup,VU,-16.0667,167.3833,78.53,76,77,17.31,broken clouds
522,Talcahuano,CL,-36.7167,-73.1167,53.28,66,0,8.05,clear sky
523,Ban Nahin,LA,18.2418,104.2122,75.72,98,100,2.42,overcast clouds
524,Batagay,RU,67.6333,134.6333,50.11,58,1,10.13,clear sky
525,Simbahan,PH,6.3032,120.5836,83.37,80,76,13.31,broken clouds
526,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,94,75,8.25,broken clouds
527,Butembo,CD,0.15,29.2833,60.82,78,93,1.07,overcast clouds
528,Ouesso,CG,1.6136,16.0517,73.76,77,82,3.38,broken clouds
529,Bilma,NE,18.6853,12.9164,87.19,48,94,12.64,overcast clouds
530,Panguipulli,CL,-39.6333,-72.3333,46.11,93,1,2.33,clear sky
531,Sao Raimundo Nonato,BR,-9.0153,-42.6994,80.06,38,15,5.79,few clouds
532,Paciran,ID,-6.8767,112.3761,73.04,87,17,6.02,few clouds
533,Chipinge,ZW,-20.1883,32.6236,46.56,90,0,4.03,clear sky
534,Simao,CN,22.7886,100.9748,64.36,100,40,1.74,scattered clouds
535,Vologda,RU,59.2187,39.8886,54.99,89,5,0.54,clear sky
536,Big Bend,SZ,-26.8167,31.9333,54.72,86,0,3.53,clear sky
537,Bubaque,GW,11.2833,-15.8333,80.06,82,97,7.56,light rain
538,Cairns,AU,-16.9167,145.7667,69.75,88,40,5.75,scattered clouds
539,Braganca,BR,-1.0536,-46.7656,74.82,89,17,1.95,few clouds
540,Manhattan Beach,US,33.8847,-118.4109,101.8,76,90,5.01,overcast clouds
541,Manokwari,ID,-0.8667,134.0833,78.82,76,69,5.1,broken clouds
542,Port Blair,IN,11.6667,92.75,81.61,84,96,18.79,overcast clouds
543,Chiredzi,ZW,-21.05,31.6667,55.15,72,0,3.11,clear sky
544,Cabra,ES,37.4725,-4.4421,84.9,40,0,5.59,clear sky
545,Sume,BR,-7.6717,-36.88,72.43,75,51,12.64,broken clouds
546,Banda Aceh,ID,5.5577,95.3222,80.06,80,39,12.73,scattered clouds
547,Inhambane,MZ,-23.865,35.3833,64.87,64,0,8.1,clear sky
548,Trindade,BR,-16.6494,-49.4889,80.35,35,13,2.59,few clouds
549,Dawson Creek,CA,55.7666,-120.2362,72.99,26,78,12.21,broken clouds
550,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,50.34,21,0,5.93,clear sky
551,Antigonish,CA,45.6169,-61.9986,73.92,89,91,7.56,overcast clouds
552,Qaqortoq,GL,60.7167,-46.0333,50.5,72,46,1.36,scattered clouds
553,Danli,HN,14.0333,-86.5833,83.55,46,99,4.97,overcast clouds
554,Coari,BR,-4.085,-63.1414,83.25,59,73,0.85,broken clouds
555,Mackay,AU,-21.15,149.2,64.04,72,80,4.05,broken clouds
556,Krasnaya Polyana,RU,56.242,51.1442,49.77,79,14,4.07,few clouds
557,Hermosillo,MX,29.0667,-110.9667,103.39,38,75,1.01,broken clouds
558,Barroso,BR,-21.1869,-43.9758,62.49,42,3,4.32,clear sky
559,Trinidad,BO,-14.8333,-64.9,69.84,45,44,10.92,scattered clouds
560,Bohodukhiv,UA,50.1647,35.5276,70.93,44,15,8.84,few clouds
561,Santa Rosa,PH,14.3122,121.1114,82.9,93,100,14.76,moderate rain
562,Banikoara,BJ,11.2985,2.4386,72.7,94,100,3.8,light rain
563,Vagur,FO,61.4732,-6.8119,51.87,95,81,11.88,broken clouds
564,Beira,MZ,-19.8436,34.8389,66.97,76,0,8.08,clear sky
565,San Quintin,MX,30.4833,-115.95,75.88,66,1,13.42,clear sky
566,Jurmala,LV,56.968,23.7704,68.02,94,20,4.61,few clouds
567,Huilong,CN,31.8111,121.655,81.03,96,100,25.66,light rain
568,Teya,RU,60.3778,92.6267,57.13,97,98,5.5,overcast clouds
569,Severnyy,RU,50.677,36.5532,71.64,53,0,4.47,clear sky
570,Beringovskiy,RU,63.05,179.3167,48.78,96,100,4.29,moderate rain
571,Huanren,CN,41.2647,125.3667,74.03,84,46,1.97,scattered clouds
572,Deputatskiy,RU,69.3,139.9,38.84,81,93,4.18,overcast clouds
573,Mandiana,GN,10.6333,-8.6833,75.83,89,100,5.01,overcast clouds
574,Lensk,RU,60.7253,114.9278,71.44,70,0,3.85,clear sky
575,Biak,ID,-0.9131,122.8766,75.31,82,82,7.72,broken clouds
576,Gao,ML,16.6362,1.637,88.83,49,74,10.31,broken clouds
577,Minggang,CN,32.4586,114.0486,75.7,93,93,16.49,overcast clouds
578,Ranong,TH,9.9658,98.6348,79.97,88,86,13.44,overcast clouds
579,Avera,US,33.194,-82.5271,92.71,47,68,0.96,broken clouds
580,Safranbolu,TR,41.2508,32.6942,64.96,74,0,1.92,clear sky
581,Durango,MX,24.8333,-104.8333,82.67,23,39,13.62,scattered clouds
582,Ukiah,US,39.1502,-123.2078,95.52,21,1,5.75,clear sky
583,Marang,MY,5.2056,103.2059,77.85,87,91,3.65,overcast clouds
584,Dunedin,NZ,-45.8742,170.5036,50.81,71,11,13.0,few clouds
585,Barranca,PE,-10.75,-77.7667,65.35,79,29,9.44,scattered clouds
586,Araripina,BR,-7.5761,-40.4983,73.65,50,19,7.02,few clouds
587,Longhua,CN,23.6137,114.1919,79.59,92,55,1.19,broken clouds
588,Ngunguru,NZ,-35.6167,174.5,60.17,76,97,11.74,overcast clouds
589,Manta,EC,-0.95,-80.7333,74.37,82,52,10.83,broken clouds
590,Leninsk-Kuznetskiy,RU,54.6567,86.1737,53.91,80,72,2.55,broken clouds
591,Amazar,RU,53.858,120.875,61.09,96,100,1.68,light rain
592,Hays,US,30.0502,-98.0336,98.71,37,87,4.0,overcast clouds
593,Udachnyy,RU,66.4167,112.4,77.99,50,77,2.35,broken clouds
594,Vorobyevka,RU,50.6451,40.9245,66.96,67,4,2.51,clear sky
595,Francisco Sa,BR,-16.4758,-43.4883,71.78,37,3,4.16,clear sky
596,Nelson Bay,AU,-32.7167,152.15,57.76,89,47,7.94,scattered clouds
597,The Valley,AI,18.217,-63.0578,84.34,70,40,12.66,scattered clouds
598,Havoysund,NO,70.9963,24.6622,47.28,92,20,6.85,few clouds
599,Lipari,IT,38.4674,14.954,85.08,72,0,5.79,clear sky
600,Tsurib,RU,42.2368,46.8307,56.41,98,100,3.69,overcast clouds
601,Buin,CL,-33.7333,-70.75,61.12,40,0,3.33,clear sky
602,General Roca,AR,-39.0333,-67.5833,48.88,34,3,8.14,clear sky
603,Anton Lizardo,MX,19.05,-95.9833,89.22,71,74,9.33,broken clouds
604,Pa Sang,TH,18.5262,98.9394,77.2,91,97,2.66,overcast clouds
605,Umm Lajj,SA,25.0213,37.2685,87.4,65,77,8.48,broken clouds
606,Vila Velha,BR,-20.3297,-40.2925,77.97,77,0,10.36,clear sky
607,Bronnoysund,NO,65.4625,12.1997,68.0,68,46,12.66,scattered clouds
608,Korolevo,UA,48.1525,23.1366,76.6,69,71,3.56,broken clouds
609,Tabuk,PH,17.4189,121.4443,76.95,87,100,1.66,overcast clouds
610,Berlevag,NO,70.8578,29.0864,46.72,89,78,8.01,broken clouds
611,West Helena,US,34.5507,-90.6418,94.8,54,100,3.53,overcast clouds
612,Camacupa,AO,-12.0167,17.4833,55.38,34,65,1.88,broken clouds
613,Sondershausen,DE,51.3667,10.8667,68.11,83,100,4.07,overcast clouds
614,Moindou,NC,-21.6924,165.677,66.15,60,0,4.12,clear sky
615,Ahipara,NZ,-35.1667,173.1667,58.12,83,44,7.05,scattered clouds
616,Rio De Janeiro,BR,-22.9028,-43.2075,82.36,42,0,6.91,clear sky
617,Taoudenni,ML,22.6783,-3.9836,104.4,6,45,10.38,scattered clouds
618,Itatiaia,BR,-22.4961,-44.5633,68.31,46,2,3.02,clear sky
619,Yenagoa,NG,4.9247,6.2642,74.05,85,99,3.44,overcast clouds
620,Alice Springs,AU,-23.7,133.8833,63.95,36,90,5.75,overcast clouds
621,Mandalgovi,MN,45.7625,106.2708,64.92,65,100,2.98,overcast clouds
622,Batemans Bay,AU,-35.7167,150.1833,60.19,53,78,6.62,broken clouds
623,Whitehorse,CA,60.7161,-135.0538,62.02,76,100,8.01,overcast clouds
624,Muravlenko,RU,63.7898,74.523,54.41,90,100,7.58,light rain
625,Grand-Santi,GF,4.25,-54.3833,79.14,73,74,2.82,broken clouds
626,Mayumba,GA,-3.432,10.6554,72.0,93,89,4.72,overcast clouds
627,Santa Fe,AR,-31.6333,-60.7,52.75,39,2,3.0,clear sky
628,Amahai,ID,-3.3333,128.9167,77.13,88,88,3.04,overcast clouds
629,Togur,RU,58.3631,82.8265,56.34,70,100,5.12,overcast clouds
630,Estelle,US,29.8458,-90.1067,95.0,55,40,5.75,scattered clouds
631,Nicoya,CR,10.1483,-85.452,80.15,80,99,2.37,overcast clouds
632,Griffith,US,41.5284,-87.4237,90.09,57,1,3.0,clear sky
633,Garowe,SO,8.4054,48.4845,75.63,50,100,23.47,overcast clouds
634,Fort Saint James,CA,54.4333,-124.25,72.18,26,58,7.05,broken clouds
635,Cayenne,GF,4.9333,-52.3333,82.44,85,75,5.01,broken clouds
636,Diffa,NE,13.3154,12.6113,79.16,71,93,9.04,overcast clouds
637,Belaya Gora,RU,68.5333,146.4167,40.98,81,100,11.68,overcast clouds
638,Raudeberg,NO,61.9875,5.1352,64.2,95,100,10.56,overcast clouds
639,Pangai,TO,-19.8,-174.35,73.65,80,100,12.86,overcast clouds
640,Takoradi,GH,4.8845,-1.7554,75.31,83,92,8.61,overcast clouds
641,Villanueva,HN,15.3167,-88.0,88.79,55,20,20.71,few clouds
642,Trofors,NO,65.5333,13.4063,67.35,63,19,4.52,few clouds
643,Kapoeta,SS,4.7717,33.5903,72.57,75,41,2.73,scattered clouds
644,Sanchor,IN,24.7553,71.7722,82.72,78,100,19.06,overcast clouds
645,Koumra,TD,8.9126,17.5539,69.33,98,100,2.59,overcast clouds
646,Baruun-Urt,MN,46.6806,113.2792,63.45,65,53,2.42,broken clouds
647,Ondjiva,AO,-17.0667,15.7333,54.66,32,3,7.65,clear sky
648,Douazeci Si Trei August,RO,43.9167,28.5833,75.85,60,0,8.23,clear sky
649,Rovinj,HR,45.08,13.64,73.89,76,68,7.94,broken clouds
650,Hurezani,RO,44.8,23.65,78.37,46,0,3.36,clear sky
651,Anibongan,PH,7.3933,125.7189,77.83,87,95,4.25,overcast clouds
652,La Rochelle,FR,46.1667,-1.15,66.27,82,75,13.8,broken clouds
653,Sylacauga,US,33.1732,-86.2516,73.78,100,40,0.0,moderate rain
654,Sedhiou,SN,12.7081,-15.5569,77.43,87,100,5.3,overcast clouds
655,Ustka,PL,54.5805,16.8619,65.66,86,66,7.54,broken clouds
656,Yangjiang,CN,21.85,111.9667,80.62,91,35,5.21,scattered clouds
657,Cockburn Town,TC,21.4612,-71.1419,84.16,70,40,13.8,scattered clouds
658,Kelapa Sawit,MY,1.6698,103.5327,82.31,87,70,1.88,broken clouds
659,West Bay,KY,19.3667,-81.4167,77.07,94,75,12.66,broken clouds
660,Stolin,BY,51.8912,26.846,63.95,97,100,8.41,overcast clouds
661,Kochubey,RU,44.3861,46.5825,74.34,45,100,13.44,overcast clouds
662,Anori,BR,-3.7728,-61.6442,83.14,56,25,2.42,scattered clouds
663,Salinopolis,BR,-0.6136,-47.3561,79.21,79,20,10.31,few clouds
664,Krasnoselkup,RU,65.7,82.4667,47.64,92,100,8.39,overcast clouds
665,Porto Novo,BJ,6.4965,2.6036,76.57,78,100,8.59,overcast clouds
666,Oloron-Sainte-Marie,FR,43.1944,-0.6107,64.33,98,100,1.68,light rain
667,Sabha,LY,27.0377,14.4283,86.27,21,0,10.74,clear sky
668,Marienburg,PL,54.0359,19.0266,70.88,90,81,5.59,broken clouds
669,Solnechnyy,RU,50.7214,136.6319,72.36,92,73,0.4,broken clouds
670,Sistranda,NO,63.7256,8.834,67.96,89,68,10.47,broken clouds
671,Rawson,AR,-43.3002,-65.1023,43.36,64,62,19.6,broken clouds
672,Mangrol,IN,21.1167,70.1167,81.64,85,100,23.49,overcast clouds
673,Borogontsy,RU,62.6683,131.1683,63.54,49,14,5.82,few clouds
674,Vredendal,ZA,-31.6683,18.5012,55.44,85,68,3.13,broken clouds
675,General Pico,AR,-35.6566,-63.7568,44.56,42,93,12.97,overcast clouds
676,Kayseri,TR,38.737,35.4968,64.42,63,0,1.14,clear sky
677,Hazorasp,UZ,41.3194,61.0742,77.38,26,0,12.84,clear sky
